src_ip,bytes_per_sec,pkts_per_sec,pkt_byte_asymmetry,failed_conn_flag,http_error_flag,unusual_cipher_flag,ssl_cert_mismatch_flag,dns_query_entropy,node_degree,flow_rate,trust_score
13.55.50.68,,,0.0,0.9999989333344711,0.0,0.0,0.0,0.0,0.0,9.735202492053882e-05,
172.17.0.5,0.029769324854535033,0.023272899093347756,0.9052487702535652,0.03576607367197127,0.0,0.0,0.0,0.0,0.0,0.025327751816826848,0.677434397998832
172.17.0.7,0.03049143468424897,0.023724102583804824,0.9253958955041967,0.012910039139344492,0.0,0.0,0.0,0.0,0.0,0.020427699895826393,0.6810713090510738
172.17.0.8,0.04207921644735558,0.03180812139653893,0.8067998075283587,0.14270979110440418,0.0,0.0,0.0,0.0,0.0,0.010481568016444679,0.6637058268916173
192.168.1.1,0.9999999999998511,0.26412945232901025,0.9176088619791256,0.9832274627544381,0.0,0.0,0.0,0.0,0.015503875908899706,0.005143431983301801,0.6072819311418456
192.168.1.103,2.39539067417321e-05,5.280361115288124e-05,0.9999989862488273,0.9999989333344711,0.0,0.0,0.0,0.74940867907872,0.0038759689772249264,0.00541926272057666,0.01078106394682387
192.168.1.133,5.174739199778973e-05,6.048105088369378e-05,0.8785157423360118,0.9999989333344711,0.0,0.0,0.0,0.8774176314103216,0.0,0.012671988577156802,0.01106728759584093
192.168.1.152,0.42205783582737905,0.4903321908245788,0.5987932713355729,0.9187310348194804,0.0,0.0,0.0,0.5207304244462376,0.26744185942851995,0.35520508826007263,0.4563167811578438
192.168.1.169,0.0001192681421489412,8.852590283929814e-05,0.7526784107588602,0.9830677344631995,0.0,0.0,0.0,0.4016204700610337,0.015503875908899706,0.001005970924178901,0.18238669648226755
192.168.1.17,0.0001438034418708732,0.00028429739367738586,0.8901860141539707,0.9999989333344711,0.0,0.0,0.0,0.6249795276332178,0.01162790693167478,0.006928219106845012,0.07514596795067606
192.168.1.180,0.022677626792566796,0.02563401224877296,0.39964613777505614,0.04696147453918804,0.0,0.0,0.0,0.7603061726587867,0.12015503829397273,0.060147326063406226,0.5702597271893372
192.168.1.184,6.610618754885063e-08,0.012556448205210909,0.0,0.9987004969024685,0.0,0.0,0.0,0.0,0.0038759689772249264,0.02664200415325412,0.5126003915761076
192.168.1.186,5.348532222494788e-05,1.5063852073189436e-05,0.4999995000597125,0.9999989333344711,0.0,0.0,0.0,0.9999997653999463,0.0,1.622533748675647e-05,0.08164440189214331
192.168.1.190,0.02664838488427883,0.013554711209912149,0.201351542936969,0.6849316380756455,0.0,0.0,0.0,0.3239189710112989,0.999999996124031,0.05156412253291206,0.22678986158632403
192.168.1.191,0.0002975410376459061,0.0013778630698162526,0.33333299488615153,0.9999989333344711,0.0,0.0,0.0,0.46497112225168996,0.007751937954449853,0.00022715472481459056,0.2783780879484274
192.168.1.192,0.14005528157175404,0.2969212617739682,0.723289867079457,0.9999989333344711,0.0,0.0,0.0,0.7300427520714324,0.007751937954449853,0.0016712097611359163,0.21644265437056437
192.168.1.193,0.0010089209757039065,0.32671382432232215,0.008773045007675557,0.14355184687803,0.0,0.0,0.0,0.004768230092909494,0.05426356568114897,0.40561721183142496,0.9999971719669065
192.168.1.194,0.007697359995933559,0.008443563143284816,0.013805508382696277,0.9999989333344711,0.0,0.0,0.0,0.0,0.0038759689772249264,0.02701518691544952,0.5092117962768286
192.168.1.195,0.030519941443400065,0.05580541572510551,0.2822439772120224,0.7100119169251846,0.0,0.0,0.09695323029019816,0.33355575047988933,0.2325581386334956,0.06825999480678446,0.3955694762511477
192.168.1.250,1.0262080034437712e-05,8.90646107575179e-06,0.8445937470489219,0.994233173718849,0.0,0.0,0.0,0.8702775637646872,0.007751937954449853,0.01199052440271303,0.022810687215199882
192.168.1.30,0.08505677351127969,0.9999999999887612,0.20919949616236366,0.24229310171281424,0.9931984665457099,0.0,0.0,0.07954818994158062,0.422480618517517,0.9999999999837746,0.7934918226515144
192.168.1.31,0.11506169591030838,0.3068357034117161,0.4884444147750569,0.09501115435124922,0.44813266047044586,0.0,0.0,0.08015067968734846,0.4418604634036416,0.4925038940730058,0.6661890573748951
192.168.1.32,0.07449298797767355,0.1328822899771389,0.08560297251079957,0.31683466651162584,0.4996168108341127,0.0,0.0,0.0475681687899545,0.09302325545339823,0.4417510384144316,0.7114780824146186
192.168.1.33,0.022553303101278118,0.009015803023153657,0.00834467575705538,0.8319587128175113,0.0,0.0,0.0,0.0,0.01162790693167478,0.15313473520000756,0.6020440138296693
192.168.1.34,0.165351835112373,0.21849860330766627,0.5863109728391395,0.05252519649837625,0.0,0.0,0.0,0.35898143210565414,0.34883720795024337,0.00855075285552066,0.6515296680597932
192.168.1.36,0.08141140206807773,0.05885466870113447,0.18468879377756905,0.35932344133867256,0.0,0.0,0.0,0.10797231641817036,0.027131782840574485,0.010221962616656576,0.7282798249920625
192.168.1.37,0.019759367630949883,0.008999404204345368,0.005377723560030024,0.8161057961538174,0.0,0.0,0.0,0.0,0.01162790693167478,0.12167380581318675,0.6043645643625019
192.168.1.38,0.0,0.0020023732653279944,0.0,0.9999989333344711,0.0,0.0,0.0,0.0,0.0,0.00014602803738080823,0.5064144043694913
192.168.1.39,0.0,0.0031233939319554524,0.0,0.9999989333344711,0.0,0.0,0.0,0.0,0.03100775181779941,0.011211708203348719,0.49952704337963777
192.168.1.46,0.0254666225653282,0.024404203972548243,0.6638882205858118,0.9999989333344711,0.0,0.0,0.0,0.8940616554903531,0.007751937954449853,0.005824896157745572,0.0779691082404636
192.168.1.49,1.1429127143943726e-05,1.0570849888773819e-05,0.8888879972706487,0.9999989333344711,0.0,0.0,0.0,0.8791489306378214,0.0,0.0005678868120364763,0.0059073054970443205
192.168.1.6,3.663084850416408e-05,1.6113541368508527e-05,0.05564136623095877,0.9999989333344711,0.0,0.0,0.0,0.7864656780052044,0.0,0.010481568016444679,0.26917384638197944
192.168.1.79,0.703215667964207,0.3904855194367823,0.0014204531217376598,0.9999989333344711,0.0,0.0,0.0,0.0,0.0038759689772249264,0.022829049843866352,0.8168600129496293
199.115.158.193,0.011791788384332428,0.03179273201400696,0.9999989824536512,0.9999989333344711,0.0,0.0,0.0,0.0,0.0,0.0,0.23535030298926887
203.14.129.10,,,0.0,0.9999989333344711,0.0,0.0,0.0,0.0,0.0,9.735202492053882e-05,
220.158.215.20,,,0.0,0.9999989333344711,0.0,0.0,0.0,0.0,0.0,0.0,
2405:6e00:10ce:2c00:20c:29ff:fed2:b002,0.08239173175990679,0.001460031588558438,0.19915751168352475,0.8160910835258327,0.0,0.0,0.0,0.5956078946484361,0.01162790693167478,0.0004543094496291811,0.3795691994343398
2405:6e00:10ce:2c00:20c:29ff:feee:e07a,0.002322205474873362,0.0004684258029565551,0.3852576848915388,0.4226161589932757,0.0,0.0,0.0,0.7764419378413582,0.5426356568114897,0.02375389408061147,0.27291249937938405
2405:6e00:10ce:2c00:8520:4eba:6770:702a,0.008265787218227747,0.0007601768274586799,0.8006632913970569,0.0,0.0,0.0,0.0,0.0,0.015503875908899706,0.00024338006230134701,0.7018042004726089
2405:6e00:10ce:2c00:9064:17:85d2:57d4,0.022126740323082848,0.0009324086400913633,0.8321574145050528,0.07973847703712778,0.0,0.0,0.9999490026008673,0.11941453965751289,0.04651162772669912,0.0008112668743378234,0.3377922227622867
2405:6e00:10ce:2c00:c058:dbaa:f212:a2d8,6.044393625170812e-05,2.6720722199448043e-05,0.31578915779406663,0.9999989333344711,0.0,0.0,0.0,0.7423373827038939,0.0,0.00029205607476161645,0.20665173826999986
fe80::1087:c341:7263:ead3,8.433129957262096e-06,6.981045143068372e-06,0.7843129385916087,0.9999989333344711,0.0,0.0,0.0,0.8665703317479363,0.0,0.0008112668743378234,0.03907129941799784
fe80::343b:2cf:e9fb:6570,8.590898464586105e-05,0.0002595219768130634,0.9740249807759627,0.9999989333344711,0.0,0.0,0.0,0.523158665398432,0.0,0.0012331256489934916,0.08269104314724857
fe80::601f:9cde:4832:2f3f,2.2869865528393075e-05,5.436597582469374e-05,0.9999989842324555,0.9999989333344711,0.0,0.0,0.0,0.7909772849121169,0.0,0.004559319833778568,0.0
fe80::76:ad3e:1329:a7fd,8.857162988497761e-06,7.219695096385536e-06,0.8160911355878357,0.9999989333344711,0.0,0.0,0.0,0.8671468924834208,0.0,0.004218587746556682,0.030403255076256228
fe80::8520:4eba:6770:702a,0.04943098537227696,0.043862449210515304,0.4285709978562989,0.9999989333344711,0.0,0.0,0.0,0.8781225958155124,0.0038759689772249264,9.735202492053882e-05,0.16159152629387138
fe80::855:e4ef:de26:7aca,8.268277910381204e-06,5.902799797987505e-06,0.735098600718997,0.9999989333344711,0.0,0.0,0.0,0.858854427290379,0.0,0.004883826583513697,0.055746875481184684
fe80::e4a6:b91f:48f3:ac01,0.00014962471731852367,0.00034122674546515193,0.9330347653213423,0.9999989333344711,0.0,0.0,0.0,0.671653790594541,0.0038759689772249264,0.0036182502595466922,0.051570548011849564
fe80::ee1f:72ff:fef1:286d,2.7649402160055937e-05,7.594537624433395e-06,0.9999990000009996,0.9999989333344711,0.0,0.0,0.0,0.7237540926791428,0.0,8.112668743378234e-05,0.018365837400170813
fe80::f554:8774:9968:b60b,0.06635689010802868,0.06208007388070205,0.47685137174111675,0.9999989333344711,0.0,0.0,0.0,0.8848618534633392,0.0038759689772249264,0.0034884475596526406,0.15645000535506806
fe80::ffff:ffff:ffff,0.0,0.0,0.0,0.9999989333344711,0.0,0.0,0.0,0.0,0.0,1.622533748675647e-05,0.5058297722669375
